"acousticness" "duration" "energy" "liveness" "loudness" "tempo"
"7415" 0.982 75707 0.348 0.0965 -20.64 136.475
"7416" 0.98 154827 0.331 0.104 -17.261 102.678
"7417" 0.144 273227 0.671 0.106 -6.715 93.053
"7418" 0.16 134587 0.664 0.131 -5.218 129.946
"7419" 0.617 213600 0.313 0.115 -18.09 170.013
"7420" 0.968 201509 0.235 0.114 -10.547 129.976
"7421" 0.461 194133 0.949 0.0522 -4.664 107.798
"7422" 0.355 158825 0.717 0.151 -6.056 144.872
"7423" 0.777 211960 0.547 0.554 -10.001 130.195
"7424" 0.568 264667 0.435 0.0738 -7.262 64.898
"7425" 0.0467 242013 0.531 0.143 -9.108 74.849
"7426" 0.388 178027 0.905 0.183 -6.531 129.924
"7427" 0.976 155187 0.255 0.15 -15.832 76.726
"7428" 0.082 222267 0.942 0.0318 -4.272 128.754
"7429" 0.134 286653 0.2 0.341 -13.569 133.113
"7430" 0.98 1695707 0.308 0.729 -15.607 132.53
"7431" 0.09 249467 0.442 0.357 -13.838 124.983
"7432" 0.872 329000 0.422 0.102 -11.076 165.695
"7433" 0.29 128000 0.604 0.142 -7.556 121.414
"7434" 0.995 152451 0.179 0.0985 -19.075 129.669
"7435" 0.711 157440 0.215 0.107 -14.907 89.611
"7436" 0.00261 225493 0.916 0.156 -3.141 197.817
"7437" 0.0537 191040 0.73 0.14 -6.779 95.027
"7438" 0.995 113136 0.163 0.121 -11.262 136.61
"7439" 0.0149 294627 0.675 0.217 -9.725 103.415
"7440" 0.939 190373 0.466 0.332 -5.001 124.767
"7441" 0.371 199046 0.482 0.183 -7.823 190.447
"7442" 0.00125 140333 0.956 0.102 -4.588 180.269
"7443" 0.808 154000 0.183 0.114 -16.153 106.243
"7444" 0.0706 312040 0.369 0.494 -13.153 129.965
"7445" 0.353 183267 0.53 0.0539 -9.947 94.656
"7446" 0.692 389560 0.884 0.0745 -8.241 177.989
"7447" 0.805 205800 0.613 0.276 -8.994 123.056
"7448" 0.26 234228 0.551 0.115 -8.411 113.079
"7449" 0.791 303960 0.347 0.251 -15.224 82.908
"7450" 0.0821 568467 0.61 0.0772 -13.429 97.917
"7451" 0.995 282013 0.0198 0.101 -27.385 72.335
"7452" 0.0298 268720 0.929 0.362 -4.889 126.659
"7453" 0.081 323960 0.603 0.0833 -7.788 158.873
"7454" 0.0213 148427 0.729 0.188 -8.107 168.15
"7455" 0.0637 267200 0.526 0.107 -10.391 118.995
"7456" 0.97 69799 0.064 0.118 -29.745 80.265
"7457" 0.658 226693 0.517 0.0791 -5.96 68.003
"7458" 0.519 360867 0.478 0.139 -10.168 115.637
"7459" 0.33 215509 0.799 0.108 -6.883 157.74
"7460" 0.96 206968 0.386 0.218 -18.984 72.137
"7461" 0.192 227600 0.285 0.0939 -11.205 111.321
"7462" 0.574 295427 0.649 0.0783 -8.488 131.049
"7463" 0.972 347760 0.236 0.169 -19.166 96.265
"7464" 0.871 410933 0.269 0.174 -10.066 80.475
"7465" 0.952 101640 0.159 0.376 -13.899 137.559
"7466" 0.0589 156200 0.442 0.202 -10.727 121.573
"7467" 6.71e-05 258587 0.811 0.0851 -4.006 130.899
"7468" 0.0705 202680 0.273 0.0893 -10.302 104.757
"7469" 1.9e-05 205760 0.953 0.154 -3.445 98.846
"7470" 0.712 129533 0.133 0.0924 -12.903 68.152
"7471" 0.178 115695 0.138 0.324 -16.197 90.819
"7472" 0.995 148267 0.0404 0.0875 -28.034 132.36
"7473" 0.000509 232933 0.888 0.0932 -5.598 117.209
"7474" 0.123 185693 0.608 0.136 -11.283 89.651
"7475" 0.225 309120 0.753 0.304 -7.563 167.077
"7476" 0.994 177507 0.251 0.128 -10.339 121.694
"7477" 0.0519 171133 0.618 0.0548 -10.811 149.73
"7478" 0.599 153063 0.423 0.255 -13.739 210.715
"7479" 0.962 185533 0.152 0.355 -14.925 76.98
"7480" 0.82 148467 0.9 0.262 -4.1 92.087
"7481" 0.919 189000 0.142 0.133 -17.025 81.791
"7482" 0.134 145560 0.534 0.0521 -7.055 143.014
"7483" 0.00374 221227 0.37 0.0922 -14.316 85.247
"7484" 0.993 184366 0.0231 0.0943 -29.523 68.256
"7485" 0.785 151265 0.479 0.872 -7.088 67.587
"7486" 0.03 187849 0.814 0.114 -7.06 141.256
"7487" 0.00204 99867 0.927 0.334 -5.045 176.848
"7488" 0.0228 200680 0.676 0.0631 -10.582 129.948
"7489" 0.262 175484 0.386 0.0886 -7.272 93.064
"7490" 0.204 213000 0.616 0.0628 -7.087 119.963
"7491" 0.949 521413 0.26 0.107 -16.057 123.888
"7492" 0.545 196272 0.788 0.0997 -8.025 128.218
"7493" 0.56 189330 0.126 0.504 -16.879 120.525
"7494" 0.00367 203676 0.75 0.166 -3.693 142.023
"7495" 0.0203 292373 0.406 0.0757 -12.626 122.658
"7496" 0.764 246960 0.434 0.0822 -9.529 108.754
"7497" 0.175 317307 0.582 0.0672 -10.345 124.838
"7498" 0.473 316960 0.687 0.0784 -10.302 111.932
"7499" 0.127 297866 0.552 0.105 -9.351 95.166
"7500" 0.981 234267 0.101 0.419 -22.383 121.175
"7501" 0.714 167427 0.432 0.609 -10.851 73.251
"7502" 0.00658 163053 0.867 0.0818 -4.447 103.92
"7503" 0.827 144333 0.147 0.0915 -16.186 82.804
"7504" 0.755 211400 0.202 0.0733 -19.565 173.365
"7505" 0.914 105500 0.297 0.293 -14.952 83.52
"7506" 0.94 220786 0.0692 0.0997 -22.101 135.969
"7507" 0.0444 325573 0.417 0.0833 -6.799 77.49
"7508" 0.93 74866 0.384 0.604 -13.644 75.956
"7509" 0.96 201067 0.0918 0.121 -11.433 102.163
"7510" 0.972 192240 0.297 0.107 -9.768 78.955
"7511" 0.00363 211067 0.945 0.345 -9.611 139.044
"7512" 0.899 190120 0.241 0.18 -12.491 72.473
"7513" 0.00863 228227 0.531 0.212 -10.107 175.732
"7514" 0.0908 239867 0.686 0.0669 -5.923 132.107
"7515" 0.603 333493 0.439 0.0976 -12.816 120.417
"7516" 0.95 892733 0.136 0.122 -21.91 99.452
"7517" 0.938 258133 0.0897 0.0847 -19.012 70.387
"7518" 0.0432 192973 0.908 0.112 -6.324 110.3
"7519" 0.995 163000 0.366 0.128 -9.655 153.854
"7520" 0.661 267693 0.289 0.157 -13.928 91.646
"7521" 0.00295 261933 0.681 0.275 -8 114.329
"7522" 0.0625 183560 0.836 0.202 -3.394 126.889
"7523" 0.972 170307 0.0839 0.179 -10.074 80.241
"7524" 0.957 189708 0.102 0.131 -26.599 62.147
"7525" 0.849 656667 0.158 0.143 -22.924 81.003
"7526" 0.029 197293 0.94 0.164 -3.266 144.081
"7527" 0.835 166040 0.319 0.116 -12.264 183.515
"7528" 0.593 215947 0.44 0.402 -9.273 72.015
"7529" 0.918 158627 0.245 0.131 -15.434 82.962
"7530" 0.712 166253 0.223 0.0924 -17.295 101.386
"7531" 0.0134 244627 0.631 0.116 -11.98 90.62
"7532" 0.166 278533 0.826 0.358 -7.458 98.368
"7533" 0.912 235587 0.198 0.0972 -9.096 138.624
"7534" 0.246 225213 0.606 0.109 -4.262 111.089
"7535" 0.318 143333 0.669 0.202 -5.281 146.493
"7536" 0.00943 393533 0.834 0.719 -4.441 103.106
"7537" 0.836 215125 0.571 0.0918 -6.436 90.033
"7538" 0.797 329400 0.658 0.161 -6.017 150.236
"7539" 0.0515 242693 0.518 0.113 -8.648 110.059
"7540" 0.000462 447373 0.963 0.12 -4.163 106.006
"7541" 0.00797 254351 0.656 0.108 -5.07 131.04
"7542" 0.532 245520 0.383 0.964 -11.748 202.314
"7543" 0.86 192560 0.155 0.162 -17.415 104.454
"7544" 0.546 244820 0.393 0.11 -8.199 83.851
"7545" 0.442 342067 0.546 0.167 -7.459 118.215
"7546" 0.659 158347 0.48 0.166 -12.181 133.923
"7547" 0.00121 364867 0.862 0.0889 -6.073 125.002
"7548" 0.705 346307 0.635 0.108 -9.848 96.416
"7549" 0.417 303200 0.872 0.131 -8.449 91.819
"7550" 0.995 163827 0.147 0.163 -16.667 110.256
"7551" 0.995 208006 0.0605 0.0918 -13.322 121.752
"7552" 0.368 241693 0.666 0.0891 -6.442 159.234
"7553" 0.573 188400 0.778 0.132 -13.117 126.697
"7554" 0.019 223427 0.774 0.478 -5.192 123.061
"7555" 0.185 225013 0.297 0.103 -11.768 112.008
"7556" 0.00031 120867 0.885 0.121 -10.467 197.243
"7557" 0.959 152333 0.119 0.247 -19.307 78.684
"7558" 0.141 170293 0.862 0.0878 -5.029 124.884
"7559" 0.919 90773 0.0779 0.114 -27.744 110.917
"7560" 0.959 166800 0.255 0.227 -15.01 129.499
"7561" 0.995 176187 0.117 0.109 -21.56 117.327
"7562" 0.00569 250600 0.384 0.158 -12.64 121.9
"7563" 0.991 196534 0.678 0.131 -7.455 120.282
"7564" 0.541 271200 0.845 0.104 -6.918 103.007
"7565" 0.939 166480 0.2 0.103 -11.129 71.117
"7566" 2.95e-05 255693 0.942 0.47 -4.117 139.952
"7567" 0.0146 248504 0.922 0.198 -3.886 173.494
"7568" 0.127 333960 0.726 0.119 -8.421 147.925
"7569" 0.0183 335093 0.666 0.809 -9.026 110.822
"7570" 0.455 231000 0.49 0.388 -11.838 101.607
"7571" 0.865 213022 0.335 0.638 -12.848 177.004
"7572" 0.728 221627 0.23 0.0928 -12.746 115.051
"7573" 0.895 190960 0.373 0.122 -9.625 122.901
"7574" 0.157 212493 0.535 0.72 -8.555 136.464
"7575" 0.471 169867 0.385 0.124 -14.283 125.138
"7576" 0.786 136973 0.398 0.473 -11.041 76.897
"7577" 0.000738 177773 0.846 0.053 -4.581 132.997
"7578" 0.22 151040 0.598 0.122 -5.613 153.905
"7579" 0.737 481800 0.146 0.206 -15.875 92.572
"7580" 0.638 208693 0.134 0.106 -20.161 89.993
"7581" 0.000998 187293 0.949 0.0818 -3.676 184.91
"7582" 0.666 358333 0.589 0.454 -6.966 104.76
"7583" 0.0359 273280 0.794 0.0794 -5.628 80.175
"7584" 0.941 832840 0.362 0.933 -16.326 79.178
"7585" 0.71 166400 0.466 0.148 -12.349 178.113
"7586" 0.466 239693 0.552 0.108 -7.888 83.81
"7587" 0.853 202227 0.0902 0.164 -23.091 102.962
"7588" 0.959 286860 0.149 0.103 -13.549 119.737
"7589" 0.209 119867 0.526 0.125 -6.425 153.73
"7590" 0.44 257400 0.465 0.141 -4.215 175.86
"7591" 5.79e-05 126827 0.647 0.0417 -4.476 155.111
"7592" 0.941 149533 0.11 0.103 -17.7 137.181
"7593" 0.968 311639 0.265 0.317 -11.304 70.581
"7594" 0.922 176000 0.229 0.103 -12.424 138.229
"7595" 0.462 187533 0.762 0.0804 -6.47 128.111
"7596" 0.1 170173 0.745 0.063 -5.774 165.755
"7597" 0.996 156587 0.524 0.13 -10.125 127.607
"7598" 0.898 215627 0.166 0.128 -13.902 170.628
"7599" 0.0311 413560 0.805 0.0645 -9.966 108.954
"7600" 0.000744 211875 0.99 0.0626 -1.888 127.964
"7601" 0.13 218200 0.603 0.159 -7.991 75.97
"7602" 0.0226 254520 0.912 0.0825 -4.148 91.889
"7603" 0.622 202267 0.387 0.0237 -12.182 78.594
"7604" 0.759 186093 0.483 0.143 -3.531 97.77
"7605" 0.36 73133 0.246 0.046 -16.275 98.839
"7606" 0.364 292960 0.631 0.0825 -4.982 141.131
"7607" 0.0942 181543 0.624 0.115 -6.299 149.95
"7608" 0.425 210560 0.22 0.183 -12.396 77.479
"7609" 0.0687 376480 0.49 0.103 -14.505 123.909
"7610" 0.179 197813 0.833 0.0677 -4.334 184.975
"7611" 0.00581 71773 0.976 0.052 -4.871 92.396
"7612" 0.992 150309 0.138 0.113 -18.732 148.774
"7613" 0.0521 232666 0.958 0.334 -6.524 126.594
"7614" 0.0281 175107 0.881 0.0854 -8.732 126.305
"7615" 0.433 393733 0.253 0.116 -10.665 83.213
"7616" 0.993 39307 0.46 0.121 -17.743 86.531
"7617" 0.92 245507 0.348 0.0996 -17.024 91.118
"7618" 0.65 177667 0.728 0.114 -7.387 174.33
"7619" 0.97 195200 0.185 0.381 -16.07 84.904
"7620" 0.0845 146867 0.321 0.111 -16.51 109.029
"7621" 0.596 94507 0.489 0.75 -11.121 75.611
"7622" 0.549 376440 0.247 0.166 -12.586 92.276
"7623" 0.0773 303200 0.505 0.0864 -9.323 71.618
"7624" 0.714 225893 0.482 0.0548 -5.808 175.824
"7625" 0.0499 165053 0.53 0.665 -8.407 86.043
"7626" 0.231 223267 0.379 0.117 -8.773 161.098
"7627" 0.945 306893 0.137 0.109 -14.076 76.603
"7628" 0.383 130809 0.246 0.243 -18.655 93.901
"7629" 0.109 177280 0.565 0.274 -5.772 130.025
"7630" 0.996 343107 0.0147 0.134 -33.349 75.973
"7631" 0.829 146200 0.469 0.0974 -9.518 77.749
"7632" 0.402 321360 0.403 0.0617 -11.791 67.531
"7633" 0.989 90093 0.183 0.325 -9.282 134.42
"7634" 0.302 276507 0.548 0.647 -13.514 148.552
"7635" 0.949 1242667 0.151 0.0833 -16.43 136.185
"7636" 0.848 164693 0.328 0.324 -8.196 96.23
"7637" 0.0387 224575 0.675 0.154 -7.81 79.419
"7638" 0.00762 242893 0.797 0.0993 -6.988 142.567
"7639" 0.979 204067 0.2 0.314 -11.317 93.801
"7640" 0.609 217480 0.472 0.627 -12.563 113.809
"7641" 0.991 192773 0.452 0.0828 -10.351 125.229
"7642" 0.602 150040 0.43 0.328 -8.011 120.249
"7643" 0.739 367280 0.488 0.0749 -13.471 109.931
"7644" 0.995 42147 0.136 0.111 -21.56 96.726
"7645" 0.589 196667 0.462 0.342 -7.79 128.819
"7646" 0.994 218840 0.246 0.111 -13.038 114.081
"7647" 0.0118 270587 0.958 0.533 -3.353 138.145
"7648" 0.0387 191160 0.846 0.16 -6.655 123.391
"7649" 0.0563 214813 0.477 0.0789 -6.121 166.374
"7650" 0.772 211984 0.301 0.185 -15.164 79.425
"7651" 0.481 152333 0.39 0.21 -12.719 186.464
"7652" 0.376 278373 0.974 0.0513 -5.939 144.084
"7653" 0.306 225667 0.725 0.0548 -5.602 146.011
"7654" 0.0695 293173 0.409 0.079 -10.41 131.983
"7655" 0.292 265382 0.451 0.101 -6.163 150.008
"7656" 0.945 719333 0.116 0.124 -18.703 139.642
"7657" 0.038 159040 0.276 0.309 -13.527 105.181
"7658" 0.0626 256973 0.607 0.0515 -5.658 98.054
"7659" 3.69e-05 237360 0.943 0.366 -5.238 112.009
"7660" 0.975 102867 0.0978 0.261 -18.534 169.574
"7661" 0.632 194627 0.292 0.114 -6.724 140.006
"7662" 0.826 163360 0.369 0.224 -10.212 116.074
"7663" 0.801 184695 0.288 0.37 -9.431 100.385
"7664" 0.137 337840 0.737 0.0945 -9.354 134.521
"7665" 0.741 179160 0.11 0.0635 -18.622 143.487
"7666" 0.0232 282547 0.939 0.304 -1.596 141.942
"7667" 0.996 173827 0.0601 0.108 -18.075 112.262
"7668" 0.0317 277640 0.714 0.362 -5.09 75.03
"7669" 0.00186 239800 0.792 0.108 -7.732 149.127
"7670" 4.64e-05 274400 0.867 0.0748 -5.078 93.389
"7671" 0.273 157200 0.359 0.305 -6.833 101.332
"7672" 0.972 273293 0.259 0.218 -12.496 168.581
"7673" 0.973 102893 0.234 0.323 -16.781 108.646
"7674" 0.811 145067 0.451 0.324 -9.909 163.813
"7675" 0.388 278045 0.765 0.639 -7.379 142.147
"7676" 0.99 46827 0.148 0.184 -18.705 133.928
"7677" 0.154 210827 0.641 0.0475 -12.444 120.316
"7678" 0.0325 168613 0.705 0.0693 -6.538 155.6
"7679" 0.00257 209558 0.869 0.21 -4.732 93.24
"7680" 0.934 157840 0.199 0.0867 -14.402 105.833
"7681" 0.541 186200 0.62 0.0938 -7.352 111.957
"7682" 0.715 174867 0.211 0.0918 -16.177 119.186
"7683" 0.335 245133 0.303 0.136 -17.653 145.653
"7684" 0.738 228720 0.224 0.0931 -17.139 94.1
"7685" 0.753 150893 0.776 0.162 -7.469 170.222
"7686" 0.601 174653 0.252 0.137 -9.214 92.351
"7687" 0.981 126667 0.131 0.0834 -17.801 81.727
"7688" 0.172 204875 0.638 0.128 -7.668 114.973
"7689" 0.564 243000 0.572 0.233 -6.563 134.002
"7690" 0.686 252240 0.506 0.155 -17.18 123.179
"7691" 0.851 152693 0.552 0.276 -7.101 137.783
"7692" 0.938 183267 0.174 0.104 -15.294 94.455
"7693" 0.981 210520 0.0906 0.0991 -19.387 108.949
"7694" 0.705 215787 0.794 0.0978 -3.701 118.075
"7695" 0.995 203293 0.0596 0.182 -19.695 147.615
"7696" 0.436 265747 0.507 0.0941 -8.158 131.823
"7697" 0.854 148573 0.424 0.177 -13.016 116.977
"7698" 0.7 212544 0.534 0.0313 -6.879 181.309
"7699" 0.0717 224000 0.637 0.0789 -4.83 172.006
"7700" 0.302 243120 0.689 0.0869 -8.395 138.4
"7701" 0.000162 166667 0.697 0.27 -10.446 127.154
"7702" 0.168 283280 0.872 0.0545 -6.211 98.452
"7703" 0.156 242653 0.796 0.0881 -8.339 130.316
"7704" 0.627 147942 0.413 0.433 -5.882 108.851
"7705" 0.727 176880 0.246 0.0781 -13.41 151.255
"7706" 0.579 262429 0.414 0.104 -14.014 129.909
"7707" 0.128 107771 0.715 0.0898 -3.377 120.106
"7708" 0.755 155013 0.612 0.0855 -7.878 108.559
"7709" 0.126 277133 0.709 0.205 -3.597 91.018
"7710" 0.886 169800 0.492 0.248 -9.38 108.161
"7711" 0.994 251093 0.166 0.165 -20.667 77.238
"7712" 0.072 177600 0.646 0.0923 -6.475 112.019
"7713" 0.0235 228013 0.671 0.0826 -8.971 93.704
"7714" 0.000484 241360 0.934 0.113 -6.177 120.251
"7715" 0.0533 316799 0.537 0.144 -15.894 105.139
"7716" 0.0468 261178 0.928 0.0873 -3.46 115.127
"7717" 0.00179 76240 0.938 0.241 -4.423 79.139
"7718" 0.354 155600 0.625 0.107 -7.166 94.152
"7719" 0.851 248867 0.124 0.0825 -20.261 100.95
"7720" 0.332 202060 0.577 0.0782 -10.708 77.239
"7721" 1.41e-05 122840 0.958 0.389 -6.662 132.167
"7722" 0.00903 346160 0.752 0.0625 -11.653 149.681
"7723" 0.794 189614 0.756 0.0755 -7.298 128.154
"7724" 0.701 245907 0.333 0.051 -11.233 150.873
"7725" 0.0102 222160 0.75 0.233 -8.049 116.821
"7726" 0.000625 203733 0.662 0.117 -6.885 102.951
"7727" 0.0029 218427 0.97 0.561 -5.432 103.697
"7728" 0.0782 206440 0.709 0.199 -12.298 114.117
"7729" 0.17 250693 0.758 0.189 -6.076 129.943
"7730" 0.0729 167560 0.8 0.319 -6.043 129.507
"7731" 0.151 228867 0.661 0.233 -8.236 126.007
"7732" 0.831 249613 0.124 0.0862 -20.537 104.276
"7733" 0.986 167107 0.384 0.11 -8.142 124.945
"7734" 0.102 355373 0.668 0.0943 -13.439 105.697
"7735" 0.0579 238840 0.705 0.321 -6.231 86.404
"7736" 0.678 250093 0.435 0.0928 -8.795 143.95
"7737" 0.00028 213741 0.987 0.335 -3.515 162.005
"7738" 0.0329 255640 0.809 0.39 -6.151 115.051
"7739" 0.961 171507 0.111 0.305 -19.696 74.005
"7740" 0.881 295867 0.583 0.104 -11.235 119.078
"7741" 0.189 280200 0.413 0.0805 -6.681 143.988
"7742" 0.9 138548 0.52 0.366 -8.549 175.275
"7743" 0.907 378893 0.326 0.118 -9.295 128.246
"7744" 0.168 102350 0.131 0.507 -18.975 80.104
"7745" 0.901 193208 0.168 0.134 -13.682 82.574
"7746" 0.000749 176250 0.924 0.0608 -4.548 128.031
"7747" 0.000626 254560 0.886 0.63 -7.619 99.286
"7748" 0.822 216623 0.0726 0.638 -23.808 109.398
"7749" 0.862 103267 0.38 0.684 -11.578 111.109
"7750" 0.407 244947 0.288 0.252 -14.738 121.891
"7751" 0.995 197493 0.0795 0.125 -15.403 117.78
"7752" 0.931 209500 0.0355 0.082 -28.246 66.56
"7753" 0.591 122627 0.376 0.0621 -7.134 183.614
"7754" 0.00235 320280 0.828 0.0602 -4.512 107.995
"7755" 0.0131 362800 0.963 0.14 -5.736 137.212
"7756" 0.778 233467 0.428 0.2 -9.142 136.634
"7757" 0.417 343693 0.545 0.79 -14.277 90.4
"7758" 0.11 118600 0.153 0.224 -21.575 171.26
"7759" 0.875 145147 0.262 0.125 -11.362 134.812
"7760" 0.54 149747 0.478 0.244 -11.275 110.665
"7761" 0.987 503693 0.144 0.262 -20.517 69.248
"7762" 0.666 326293 0.303 0.112 -13.39 79.202
"7763" 0.87 161160 0.301 0.133 -8.675 120.791
"7764" 0.798 976800 0.224 0.462 -14.059 116.485
"7765" 0.658 178027 0.513 0.0654 -10.773 132.11
"7766" 0.904 228533 0.454 0.0936 -12.964 132.125
"7767" 0.337 263240 0.793 0.348 -8.292 102.553
"7768" 0.354 205493 0.788 0.305 -4.326 129.62
"7769" 0.097 266160 0.735 0.154 -6.439 159.055
"7770" 0.672 242560 0.291 0.258 -11.476 75.999
"7771" 0.656 197267 0.279 0.316 -11.495 85.419
"7772" 0.641 216042 0.296 0.392 -16.452 135.295
"7773" 0.874 285573 0.268 0.0857 -13.184 150.061
"7774" 0.988 131161 0.287 0.26 -9.106 123.247
"7775" 0.571 270040 0.329 0.145 -13.647 127.974
"7776" 0.0189 266160 0.419 0.234 -11.927 76.931
"7777" 0.299 158747 0.48 0.165 -10.925 91.311
"7778" 0.59 164533 0.442 0.0665 -10.767 188.765
"7779" 0.698 339632 0.192 0.229 -19.563 57.323
"7780" 0.894 106107 0.22 0.107 -14.993 87.475
"7781" 0.408 334533 0.499 0.125 -7.263 72.913
"7782" 0.882 180000 0.363 0.154 -6.175 126.501
"7783" 0.00688 193800 0.801 0.208 -11.835 186.564
"7784" 0.586 89027 0.708 0.633 -13.355 100.428
"7785" 0.994 263693 0.0223 0.131 -29.648 94.745
"7786" 0.0355 396227 0.657 0.427 -9.268 78.329
"7787" 0.0424 169600 0.809 0.21 -7.884 92.487
"7788" 0.141 318373 0.455 0.135 -12.436 102.09
"7789" 0.448 125133 0.449 0.123 -11.455 125.422
"7790" 0.0598 170960 0.969 0.947 -5.324 164.234
"7791" 0.899 163573 0.526 0.0281 -9.598 173.543
"7792" 0.669 1220467 0.123 0.289 -20.217 104.871
"7793" 0.101 82173 0.794 0.0912 -5.027 115.601
"7794" 0.337 254693 0.535 0.105 -8.136 96.989
"7795" 0.298 100100 0.128 0.4 -17.013 162.993
"7796" 0.347 215440 0.606 0.0907 -10.414 151.742
"7797" 0.102 198217 0.839 0.0735 -3.988 71.977
"7798" 0.0809 396160 0.37 0.0873 -14.353 95.007
"7799" 0.226 210333 0.225 0.116 -14.926 117.839
"7800" 0.73 203800 0.37 0.369 -12.825 183.27
"7801" 0.916 244173 0.0369 0.105 -23.45 123.391
"7802" 0.948 238787 0.153 0.0798 -20.708 131.997
"7803" 0.246 164320 0.554 0.259 -6.94 105.97
"7804" 0.653 226220 0.443 0.103 -9.614 127.084
"7805" 0.655 161640 0.49 0.355 -12.176 134.629
"7806" 0.455 256653 0.366 0.11 -11.848 106.602
"7807" 0.0432 125333 0.716 0.113 -7.983 173.971
"7808" 2.55e-05 301920 0.912 0.106 -4.556 116.761
"7809" 0.000441 97933 0.996 0.0451 -4.026 122.463
"7810" 0.51 137893 0.259 0.0672 -12.505 138.664
"7811" 0.724 170333 0.438 0.159 -13.778 137.186
"7812" 0.236 212850 0.689 0.114 -5.616 144.958
"7813" 0.995 192284 0.313 0.22 -12.041 122.892
"7814" 0.0313 209960 0.712 0.291 -9.878 121.041
"7815" 0.88 508200 0.406 0.12 -21.424 81.777
"7816" 0.00215 208300 0.932 0.146 -5.622 102.065
"7817" 0.0207 336706 0.725 0.123 -11.683 134.684
"7818" 0.049 159595 0.585 0.155 -7.576 102.331
"7819" 0.564 253027 0.126 0.437 -20.44 119.388
"7820" 0.805 133000 0.368 0.164 -10.501 131.357
"7821" 0.692 153507 0.361 0.107 -6.009 121.807
"7822" 0.000485 242640 0.468 0.0618 -14.764 146.359
"7823" 0.985 186853 0.277 0.106 -10.904 87.502
"7824" 0.198 151011 0.61 0.114 -6.79 88.995
"7825" 0.942 173293 0.151 0.0846 -17.53 90.979
"7826" 0.992 191547 0.295 0.153 -16.985 162.242
"7827" 0.553 147693 0.486 0.263 -5.834 115.869
"7828" 0.298 196054 0.184 0.4 -21.56 92.358
"7829" 0.0118 197733 0.979 0.0741 -4.525 93.195
"7830" 0.995 443750 0.0386 0.0614 -27.462 79.971
"7831" 0.7 148413 0.765 0.0471 -12.488 126.073
"7832" 0.685 256267 0.391 0.479 -9.131 122.472
"7833" 0.975 572400 0.147 0.288 -18.736 118.796
"7834" 0.937 281867 0.112 0.101 -15.094 85.796
"7835" 0.211 225387 0.786 0.0854 -5.583 115.282
"7836" 0.122 152137 0.685 0.113 -5.276 100.953
"7837" 0.00801 233667 0.491 0.108 -10.194 79.015
"7838" 0.0353 242507 0.684 0.206 -5.759 100.006
"7839" 0.119 451093 0.38 0.214 -10.507 133.01
"7840" 0.947 545427 0.0236 0.146 -22.903 117.398
"7841" 0.0132 321747 0.9 0.436 -4.703 102.039
"7842" 0.902 177084 0.278 0.25 -12.154 114.066
"7843" 0.842 236067 0.348 0.704 -15.792 122.475
"7844" 0.449 506400 0.356 0.109 -12.431 124.266
"7845" 0.303 180267 0.694 0.132 -7.511 116.589
"7846" 0.129 213160 0.486 0.11 -6.531 127.314
"7847" 0.892 204440 0.254 0.217 -11.397 84.37
"7848" 0.00545 301941 0.839 0.0739 -4.41 82.53
"7849" 0.143 236493 0.408 0.11 -11.257 136.014
"7850" 0.992 87600 0.146 0.903 -17.171 113.006
"7851" 0.853 147067 0.255 0.075 -10.94 115.52
"7852" 0.992 186857 0.282 0.183 -8.38 118.224
"7853" 0.953 164947 0.242 0.194 -12.155 175.335
"7854" 0.986 203213 0.314 0.156 -8.636 97.742
"7855" 0.000863 200440 0.967 0.205 -3.251 186.335
"7856" 0.00888 237240 0.795 0.301 -3.04 175.931
"7857" 0.383 223000 0.624 0.531 -11.901 133.732
"7858" 0.14 235000 0.763 0.0579 -11.545 175.354
"7859" 0.0142 204187 0.737 0.314 -5.75 158.05
"7860" 0.995 177345 0.23 0.28 -13.391 138.211
"7861" 0.0398 246293 0.94 0.0567 -7.927 91.242
"7862" 0.0829 195693 0.632 0.0854 -8.472 169.473
"7863" 0.000199 141813 0.961 0.365 -3.993 186.287
"7864" 0.928 199467 0.181 0.0691 -13.593 91.972
"7865" 0.00548 118393 0.554 0.0995 -6.417 104.01
"7866" 0.266 203987 0.579 0.197 -9.928 140.345
"7867" 0.832 1219933 0.145 0.25 -14.836 91.494
"7868" 0.0411 259333 0.678 0.653 -10.969 90.244
"7869" 0.98 116133 0.122 0.124 -13.004 65.314
"7870" 0.878 197627 0.22 0.125 -17.47 90.267
"7871" 0.763 130067 0.304 0.126 -10.33 74.87
"7872" 0.502 236667 0.51 0.112 -10.804 144.947
"7873" 0.0912 180036 0.672 0.0924 -4.809 128.068
"7874" 0.121 175573 0.582 0.068 -8.585 137.284
"7875" 0.992 282840 0.164 0.0813 -18.258 127.939
"7876" 0.627 221493 0.648 0.723 -8.597 129.213
"7877" 0.931 343987 0.29 0.118 -16.097 79.389
"7878" 0.0503 177440 0.641 0.121 -8.291 146.84
"7879" 0.114 206453 0.892 0.0619 -3.905 91.518
"7880" 0.0411 180000 0.766 0.116 -4.799 160.095
"7881" 0.00783 272093 0.507 0.0827 -11.118 178.931
"7882" 0.55 149973 0.383 0.369 -14.655 114.846
"7883" 0.989 215934 0.107 0.485 -12.608 79.093
"7884" 0.707 150760 0.478 0.398 -9.776 109.405
"7885" 0.616 428773 0.246 0.336 -12.809 169.457
